DHB,Dose1,Dose2,Population,Date
Northland,38759,31375,50488,2021-11-26
Waitemata,35358,30743,41113,2021-11-26
Auckland,24578,21552,27792,2021-11-26
Counties Manukau,51857,43310,63493,2021-11-26
Waikato,56606,46186,69707,2021-11-26
Lakes,23401,18544,30085,2021-11-26
Bay of Plenty,36173,28525,47734,2021-11-26
Tairawhiti,15730,12706,19839,2021-11-26
Taranaki,12521,10058,15904,2021-11-26
Hawkes Bay,26683,21106,34059,2021-11-26
MidCentral,20002,16074,24225,2021-11-26
Whanganui,10229,8312,13512,2021-11-26
Capital and Coast,23491,20322,26967,2021-11-26
Hutt Valley,15826,13177,19123,2021-11-26
Wairarapa,5305,4103,6302,2021-11-26
Nelson Marlborough,8890,7271,11248,2021-11-26
West Coast,2206,1861,2765,2021-11-26
Canterbury,31579,26035,36969,2021-11-26
South Canterbury,2727,2266,3428,2021-11-26
Southern,19845,16789,23646,2021-11-26
Overseas / Unknown,291,232,2653,2021-11-26
New Zealand,462057,380547,571052,2021-11-26
All DHBs to 90%,NA,NA,NA,2021-11-26
