DHB,Dose1,Dose2,Population,Date
Northland,41998,37846,50488,2021-12-29
Waitemata,36886,34926,41113,2021-12-29
Auckland,25682,24251,27792,2021-12-29
Counties Manukau,55362,51042,63493,2021-12-29
Waikato,60992,55582,69707,2021-12-29
Lakes,25899,23352,30085,2021-12-29
Bay of Plenty,39987,35925,47734,2021-12-29
Tairawhiti,17299,15695,19839,2021-12-29
Taranaki,13746,12436,15904,2021-12-29
Hawkes Bay,29596,26566,34059,2021-12-29
MidCentral,21998,20002,24225,2021-12-29
Whanganui,11324,10256,13512,2021-12-29
Capital and Coast,25027,23713,26967,2021-12-29
Hutt Valley,17332,16001,19123,2021-12-29
Wairarapa,5696,5207,6302,2021-12-29
Nelson Marlborough,9869,8954,11248,2021-12-29
West Coast,2403,2207,2765,2021-12-29
Canterbury,34044,31651,36969,2021-12-29
South Canterbury,3001,2744,3428,2021-12-29
Southern,21344,19916,23646,2021-12-29
Overseas / Unknown,315,271,2653,2021-12-29
New Zealand,499800,458543,571052,2021-12-29
All DHBs to 90%,NA,NA,NA,2021-12-29
