DHB,Dose1,Dose2,Population,Date
Northland,42526,39283,50488,2022-01-16
Waitemata,37218,35670,41113,2022-01-16
Auckland,25926,24804,27792,2022-01-16
Counties Manukau,56028,52731,63493,2022-01-16
Waikato,61807,57725,69707,2022-01-16
Lakes,26289,24382,30085,2022-01-16
Bay of Plenty,40690,37613,47734,2022-01-16
Tairawhiti,17555,16317,19839,2022-01-16
Taranaki,14004,13082,15904,2022-01-16
Hawkes Bay,30115,27919,34059,2022-01-16
MidCentral,22290,20865,24225,2022-01-16
Whanganui,11485,10723,13512,2022-01-16
Capital and Coast,25331,24382,26967,2022-01-16
Hutt Valley,17528,16601,19123,2022-01-16
Wairarapa,5754,5417,6302,2022-01-16
Nelson Marlborough,10019,9406,11248,2022-01-16
West Coast,2434,2288,2765,2022-01-16
Canterbury,34461,32820,36969,2022-01-16
South Canterbury,3059,2860,3428,2022-01-16
Southern,21566,20558,23646,2022-01-16
Overseas / Unknown,318,280,2653,2022-01-16
New Zealand,506403,475726,571052,2022-01-16
All DHBs to 90%,NA,NA,NA,2022-01-16
