DHB,Dose1,Dose2,Population,Date
Northland,41951,37649,50488,2021-12-25
Waitemata,36870,34793,41113,2021-12-25
Auckland,25660,24140,27792,2021-12-25
Counties Manukau,55298,50762,63493,2021-12-25
Waikato,60908,55218,69707,2021-12-25
Lakes,25864,23114,30085,2021-12-25
Bay of Plenty,39917,35534,47734,2021-12-25
Tairawhiti,17289,15587,19839,2021-12-25
Taranaki,13732,12319,15904,2021-12-25
Hawkes Bay,29550,26299,34059,2021-12-25
MidCentral,21971,19770,24225,2021-12-25
Whanganui,11306,10154,13512,2021-12-25
Capital and Coast,24989,23530,26967,2021-12-25
Hutt Valley,17327,15904,19123,2021-12-25
Wairarapa,5690,5175,6302,2021-12-25
Nelson Marlborough,9859,8840,11248,2021-12-25
West Coast,2400,2193,2765,2021-12-25
Canterbury,34008,31372,36969,2021-12-25
South Canterbury,3000,2730,3428,2021-12-25
Southern,21323,19769,23646,2021-12-25
Overseas / Unknown,313,266,2653,2021-12-25
New Zealand,499225,455118,571052,2021-12-25
All DHBs to 90%,NA,NA,NA,2021-12-25
