DHB,Dose1,Dose2,Population,Date
Northland,43403,40803,50488,2022-02-11
Waitemata,37706,36453,41113,2022-02-11
Auckland,26228,25369,27792,2022-02-11
Counties Manukau,57015,54346,63493,2022-02-11
Waikato,63091,59930,69707,2022-02-11
Lakes,26851,25369,30085,2022-02-11
Bay of Plenty,41559,39184,47734,2022-02-11
Tairawhiti,17863,16950,19839,2022-02-11
Taranaki,14344,13627,15904,2022-02-11
Hawkes Bay,30762,29082,34059,2022-02-11
MidCentral,22754,21678,24225,2022-02-11
Whanganui,11714,11144,13512,2022-02-11
Capital and Coast,25667,24929,26967,2022-02-11
Hutt Valley,17882,17143,19123,2022-02-11
Wairarapa,5882,5601,6302,2022-02-11
Nelson Marlborough,10194,9734,11248,2022-02-11
West Coast,2488,2365,2765,2022-02-11
Canterbury,35097,33857,36969,2022-02-11
South Canterbury,3137,2990,3428,2022-02-11
Southern,21928,21178,23646,2022-02-11
Overseas / Unknown,326,304,2653,2022-02-11
New Zealand,515891,492036,571052,2022-02-11
All DHBs to 90%,NA,NA,NA,2022-02-11
