DHB,Dose1,Dose2,Population,Date
Northland,36091,27366,50488,2021-11-10
Waitemata,33902,27907,41113,2021-11-10
Auckland,23704,19813,27792,2021-11-10
Counties Manukau,48916,38159,63493,2021-11-10
Waikato,53059,40343,69707,2021-11-10
Lakes,20923,15883,30085,2021-11-10
Bay of Plenty,32167,24424,47734,2021-11-10
Tairawhiti,14416,11120,19839,2021-11-10
Taranaki,11489,8477,15904,2021-11-10
Hawkes Bay,24431,18591,34059,2021-11-10
MidCentral,18198,13976,24225,2021-11-10
Whanganui,9291,7316,13512,2021-11-10
Capital and Coast,22193,18332,26967,2021-11-10
Hutt Valley,14562,11647,19123,2021-11-10
Wairarapa,4669,3483,6302,2021-11-10
Nelson Marlborough,8262,6521,11248,2021-11-10
West Coast,2096,1623,2765,2021-11-10
Canterbury,29885,22651,36969,2021-11-10
South Canterbury,2570,2021,3428,2021-11-10
Southern,18794,15060,23646,2021-11-10
Overseas / Unknown,314,246,2653,2021-11-10
New Zealand,429932,334959,571052,2021-11-10
All DHBs to 90%,NA,NA,NA,2021-11-10
