DHB,Dose1,Dose2,Population,Date
Northland,38420,30796,50488,2021-11-24
Waitemata,35167,30386,41113,2021-11-24
Auckland,24458,21298,27792,2021-11-24
Counties Manukau,51562,42750,63493,2021-11-24
Waikato,56064,45345,69707,2021-11-24
Lakes,23076,18264,30085,2021-11-24
Bay of Plenty,35581,27974,47734,2021-11-24
Tairawhiti,15637,12548,19839,2021-11-24
Taranaki,12413,9852,15904,2021-11-24
Hawkes Bay,26458,20834,34059,2021-11-24
MidCentral,19749,15790,24225,2021-11-24
Whanganui,10090,8161,13512,2021-11-24
Capital and Coast,23326,20073,26967,2021-11-24
Hutt Valley,15642,12983,19123,2021-11-24
Wairarapa,5256,4022,6302,2021-11-24
Nelson Marlborough,8790,7168,11248,2021-11-24
West Coast,2197,1817,2765,2021-11-24
Canterbury,31326,25601,36969,2021-11-24
South Canterbury,2713,2228,3428,2021-11-24
Southern,19681,16521,23646,2021-11-24
Overseas / Unknown,288,229,2653,2021-11-24
New Zealand,457894,374640,571052,2021-11-24
All DHBs to 90%,NA,NA,NA,2021-11-24
