DHB,Dose1,Dose2,Population,Date
Northland,42630,39472,50488,2022-01-18
Waitemata,37258,35748,41113,2022-01-18
Auckland,25921,24833,27792,2022-01-18
Counties Manukau,56150,52909,63493,2022-01-18
Waikato,61950,57938,69707,2022-01-18
Lakes,26354,24477,30085,2022-01-18
Bay of Plenty,40795,37783,47734,2022-01-18
Tairawhiti,17586,16407,19839,2022-01-18
Taranaki,14032,13116,15904,2022-01-18
Hawkes Bay,30156,28014,34059,2022-01-18
MidCentral,22337,20952,24225,2022-01-18
Whanganui,11509,10763,13512,2022-01-18
Capital and Coast,25369,24443,26967,2022-01-18
Hutt Valley,17563,16650,19123,2022-01-18
Wairarapa,5767,5447,6302,2022-01-18
Nelson Marlborough,10036,9450,11248,2022-01-18
West Coast,2439,2299,2765,2022-01-18
Canterbury,34500,32927,36969,2022-01-18
South Canterbury,3065,2876,3428,2022-01-18
Southern,21609,20659,23646,2022-01-18
Overseas / Unknown,321,284,2653,2022-01-18
New Zealand,507347,477447,571052,2022-01-18
All DHBs to 90%,NA,NA,NA,2022-01-18
