DHB,Dose1,Dose2,Population,Date
Northland,41556,36338,50488,2021-12-16
Waitemata,36683,34037,41113,2021-12-16
Auckland,25498,23674,27792,2021-12-16
Counties Manukau,54803,49142,63493,2021-12-16
Waikato,60380,53268,69707,2021-12-16
Lakes,25608,22128,30085,2021-12-16
Bay of Plenty,39532,33836,47734,2021-12-16
Tairawhiti,17080,14891,19839,2021-12-16
Taranaki,13544,11817,15904,2021-12-16
Hawkes Bay,29152,25068,34059,2021-12-16
MidCentral,21769,18905,24225,2021-12-16
Whanganui,11197,9731,13512,2021-12-16
Capital and Coast,24866,22790,26967,2021-12-16
Hutt Valley,17168,15235,19123,2021-12-16
Wairarapa,5645,4951,6302,2021-12-16
Nelson Marlborough,9748,8435,11248,2021-12-16
West Coast,2374,2116,2765,2021-12-16
Canterbury,33713,30320,36969,2021-12-16
South Canterbury,2972,2619,3428,2021-12-16
Southern,21144,19076,23646,2021-12-16
Overseas / Unknown,308,255,2653,2021-12-16
New Zealand,494740,438632,571052,2021-12-16
All DHBs to 90%,NA,NA,NA,2021-12-16
