DHB,Dose1,Dose2,Population,Date
Northland,42743,39695,50488,2022-01-23
Waitemata,37354,35899,41113,2022-01-23
Auckland,26000,24962,27792,2022-01-23
Counties Manukau,56369,53244,63493,2022-01-23
Waikato,62198,58366,69707,2022-01-23
Lakes,26469,24677,30085,2022-01-23
Bay of Plenty,40965,38068,47734,2022-01-23
Tairawhiti,17638,16537,19839,2022-01-23
Taranaki,14099,13207,15904,2022-01-23
Hawkes Bay,30312,28225,34059,2022-01-23
MidCentral,22435,21135,24225,2022-01-23
Whanganui,11562,10853,13512,2022-01-23
Capital and Coast,25431,24527,26967,2022-01-23
Hutt Valley,17655,16782,19123,2022-01-23
Wairarapa,5790,5476,6302,2022-01-23
Nelson Marlborough,10063,9510,11248,2022-01-23
West Coast,2450,2316,2765,2022-01-23
Canterbury,34638,33151,36969,2022-01-23
South Canterbury,3080,2906,3428,2022-01-23
Southern,21676,20773,23646,2022-01-23
Overseas / Unknown,330,297,2653,2022-01-23
New Zealand,509257,480606,571052,2022-01-23
All DHBs to 90%,NA,NA,NA,2022-01-23
