DHB,Dose1,Dose2,Population,Date
Northland,42465,39130,50488,2022-01-13
Waitemata,37145,35561,41113,2022-01-13
Auckland,25885,24720,27792,2022-01-13
Counties Manukau,55887,52453,63493,2022-01-13
Waikato,61664,57470,69707,2022-01-13
Lakes,26222,24259,30085,2022-01-13
Bay of Plenty,40607,37426,47734,2022-01-13
Tairawhiti,17519,16233,19839,2022-01-13
Taranaki,13969,13010,15904,2022-01-13
Hawkes Bay,30021,27722,34059,2022-01-13
MidCentral,22239,20757,24225,2022-01-13
Whanganui,11464,10660,13512,2022-01-13
Capital and Coast,25275,24291,26967,2022-01-13
Hutt Valley,17501,16542,19123,2022-01-13
Wairarapa,5749,5391,6302,2022-01-13
Nelson Marlborough,10011,9362,11248,2022-01-13
West Coast,2429,2282,2765,2022-01-13
Canterbury,34411,32673,36969,2022-01-13
South Canterbury,3051,2844,3428,2022-01-13
Southern,21535,20501,23646,2022-01-13
Overseas / Unknown,317,279,2653,2022-01-13
New Zealand,505366,473566,571052,2022-01-13
All DHBs to 90%,NA,NA,NA,2022-01-13
