DHB,Dose1,Dose2,Population,Date
Northland,32758,22307,50488,2021-10-25
Waitemata,32023,23611,41113,2021-10-25
Auckland,22409,17056,27792,2021-10-25
Counties Manukau,44881,31297,63493,2021-10-25
Waikato,48506,32760,69707,2021-10-25
Lakes,18872,12944,30085,2021-10-25
Bay of Plenty,29591,19736,47734,2021-10-25
Tairawhiti,12912,9371,19839,2021-10-25
Taranaki,10424,6641,15904,2021-10-25
Hawkes Bay,22021,15497,34059,2021-10-25
MidCentral,16653,11775,24225,2021-10-25
Whanganui,8528,6265,13512,2021-10-25
Capital and Coast,21106,15795,26967,2021-10-25
Hutt Valley,13557,9654,19123,2021-10-25
Wairarapa,4249,2953,6302,2021-10-25
Nelson Marlborough,7627,5730,11248,2021-10-25
West Coast,1900,1340,2765,2021-10-25
Canterbury,26853,18048,36969,2021-10-25
South Canterbury,2315,1694,3428,2021-10-25
Southern,17150,12996,23646,2021-10-25
Overseas / Unknown,178,126,2653,2021-10-25
Total,394513,277596,571052,2021-10-25
