DHB,Dose1,Dose2,Population,Date
Northland,38087,30261,50488,2021-11-22
Waitemata,34986,30027,41113,2021-11-22
Auckland,24453,21149,27792,2021-11-22
Counties Manukau,51291,42206,63493,2021-11-22
Waikato,55634,44654,69707,2021-11-22
Lakes,22862,17998,30085,2021-11-22
Bay of Plenty,34963,27446,47734,2021-11-22
Tairawhiti,15482,12348,19839,2021-11-22
Taranaki,12309,9705,15904,2021-11-22
Hawkes Bay,26225,20566,34059,2021-11-22
MidCentral,19549,15542,24225,2021-11-22
Whanganui,9990,8021,13512,2021-11-22
Capital and Coast,23171,19867,26967,2021-11-22
Hutt Valley,15497,12838,19123,2021-11-22
Wairarapa,5223,3967,6302,2021-11-22
Nelson Marlborough,8708,7079,11248,2021-11-22
West Coast,2182,1785,2765,2021-11-22
Canterbury,31084,25154,36969,2021-11-22
South Canterbury,2685,2201,3428,2021-11-22
Southern,19520,16270,23646,2021-11-22
Overseas / Unknown,287,227,2653,2021-11-22
New Zealand,454188,369311,571052,2021-11-22
All DHBs to 90%,NA,NA,NA,2021-11-22
