DHB,Dose1,Dose2,Population,Date
Northland,41957,37714,50488,2021-12-28
Waitemata,36880,34848,41113,2021-12-28
Auckland,25660,24182,27792,2021-12-28
Counties Manukau,55329,50894,63493,2021-12-28
Waikato,60940,55385,69707,2021-12-28
Lakes,25879,23233,30085,2021-12-28
Bay of Plenty,39939,35680,47734,2021-12-28
Tairawhiti,17291,15612,19839,2021-12-28
Taranaki,13736,12350,15904,2021-12-28
Hawkes Bay,29561,26405,34059,2021-12-28
MidCentral,21983,19874,24225,2021-12-28
Whanganui,11313,10209,13512,2021-12-28
Capital and Coast,25003,23624,26967,2021-12-28
Hutt Valley,17330,15936,19123,2021-12-28
Wairarapa,5693,5178,6302,2021-12-28
Nelson Marlborough,9858,8861,11248,2021-12-28
West Coast,2401,2195,2765,2021-12-28
Canterbury,34018,31484,36969,2021-12-28
South Canterbury,3003,2734,3428,2021-12-28
Southern,21330,19826,23646,2021-12-28
Overseas / Unknown,313,266,2653,2021-12-28
New Zealand,499417,456490,571052,2021-12-28
All DHBs to 90%,NA,NA,NA,2021-12-28
