DHB,Dose1,Dose2,Population,Date
Northland,37933,30057,50488,2021-11-20
Waitemata,34865,29771,41113,2021-11-20
Auckland,24392,21032,27792,2021-11-20
Counties Manukau,51027,41736,63493,2021-11-20
Waikato,55401,44291,69707,2021-11-20
Lakes,22643,17665,30085,2021-11-20
Bay of Plenty,34684,27147,47734,2021-11-20
Tairawhiti,15341,12214,19839,2021-11-20
Taranaki,12227,9596,15904,2021-11-20
Hawkes Bay,25902,20262,34059,2021-11-20
MidCentral,19437,15412,24225,2021-11-20
Whanganui,9932,7965,13512,2021-11-20
Capital and Coast,23081,19728,26967,2021-11-20
Hutt Valley,15350,12662,19123,2021-11-20
Wairarapa,5196,3941,6302,2021-11-20
Nelson Marlborough,8672,7016,11248,2021-11-20
West Coast,2178,1773,2765,2021-11-20
Canterbury,30948,24872,36969,2021-11-20
South Canterbury,2675,2186,3428,2021-11-20
Southern,19442,16122,23646,2021-11-20
Overseas / Unknown,289,226,2653,2021-11-20
New Zealand,451615,365674,571052,2021-11-20
All DHBs to 90%,NA,NA,NA,2021-11-20
