DHB,Dose1,Dose2,Population,Date
Northland,42111,38290,50488,2022-01-05
Waitemata,36958,35175,41113,2022-01-05
Auckland,25718,24391,27792,2022-01-05
Counties Manukau,55498,51535,63493,2022-01-05
Waikato,61146,56217,69707,2022-01-05
Lakes,25981,23692,30085,2022-01-05
Bay of Plenty,40168,36557,47734,2022-01-05
Tairawhiti,17362,15895,19839,2022-01-05
Taranaki,13820,12639,15904,2022-01-05
Hawkes Bay,29707,26959,34059,2022-01-05
MidCentral,22070,20303,24225,2022-01-05
Whanganui,11365,10415,13512,2022-01-05
Capital and Coast,25076,23920,26967,2022-01-05
Hutt Valley,17377,16197,19123,2022-01-05
Wairarapa,5718,5284,6302,2022-01-05
Nelson Marlborough,9912,9134,11248,2022-01-05
West Coast,2411,2236,2765,2022-01-05
Canterbury,34132,32008,36969,2022-01-05
South Canterbury,3014,2785,3428,2022-01-05
Southern,21407,20161,23646,2022-01-05
Overseas / Unknown,318,277,2653,2022-01-05
New Zealand,501269,464070,571052,2022-01-05
All DHBs to 90%,NA,NA,NA,2022-01-05
