DHB,Dose1,Dose2,Population,Date
Northland,32668,22254,50488,2021-10-24
Waitemata,31960,23526,41113,2021-10-24
Auckland,22375,16979,27792,2021-10-24
Counties Manukau,44670,31075,63493,2021-10-24
Waikato,48399,32673,69707,2021-10-24
Lakes,18849,12932,30085,2021-10-24
Bay of Plenty,29541,19618,47734,2021-10-24
Tairawhiti,12881,9343,19839,2021-10-24
Taranaki,10399,6622,15904,2021-10-24
Hawkes Bay,21973,15464,34059,2021-10-24
MidCentral,16626,11757,24225,2021-10-24
Whanganui,8515,6258,13512,2021-10-24
Capital and Coast,21086,15768,26967,2021-10-24
Hutt Valley,13536,9620,19123,2021-10-24
Wairarapa,4241,2941,6302,2021-10-24
Nelson Marlborough,7596,5705,11248,2021-10-24
West Coast,1899,1340,2765,2021-10-24
Canterbury,26787,17969,36969,2021-10-24
South Canterbury,2314,1694,3428,2021-10-24
Southern,17139,12986,23646,2021-10-24
Overseas / Unknown,178,126,2653,2021-10-24
Total,393632,276650,571052,2021-10-24
