DHB,Dose1,Dose2,Population,Date
Northland,43421,40845,50488,2022-02-12
Waitemata,37717,36470,41113,2022-02-12
Auckland,26240,25384,27792,2022-02-12
Counties Manukau,57035,54401,63493,2022-02-12
Waikato,63110,59971,69707,2022-02-12
Lakes,26854,25386,30085,2022-02-12
Bay of Plenty,41584,39220,47734,2022-02-12
Tairawhiti,17869,16954,19839,2022-02-12
Taranaki,14349,13638,15904,2022-02-12
Hawkes Bay,30773,29111,34059,2022-02-12
MidCentral,22761,21688,24225,2022-02-12
Whanganui,11715,11148,13512,2022-02-12
Capital and Coast,25680,24943,26967,2022-02-12
Hutt Valley,17883,17148,19123,2022-02-12
Wairarapa,5884,5606,6302,2022-02-12
Nelson Marlborough,10199,9745,11248,2022-02-12
West Coast,2489,2369,2765,2022-02-12
Canterbury,35118,33875,36969,2022-02-12
South Canterbury,3136,2992,3428,2022-02-12
Southern,21937,21180,23646,2022-02-12
Overseas / Unknown,325,303,2653,2022-02-12
New Zealand,516079,492377,571052,2022-02-12
All DHBs to 90%,NA,NA,NA,2022-02-12
