DHB,Dose1,Dose2,Population,Date
Northland,34064,24006,50488,2021-11-01
Waitemata,33056,25842,41113,2021-11-01
Auckland,23065,18433,27792,2021-11-01
Counties Manukau,47018,34549,63493,2021-11-01
Waikato,51119,36412,69707,2021-11-01
Lakes,19919,14278,30085,2021-11-01
Bay of Plenty,30864,21992,47734,2021-11-01
Tairawhiti,13586,10031,19839,2021-11-01
Taranaki,10937,7388,15904,2021-11-01
Hawkes Bay,23102,16756,34059,2021-11-01
MidCentral,17470,12745,24225,2021-11-01
Whanganui,8855,6651,13512,2021-11-01
Capital and Coast,21633,17011,26967,2021-11-01
Hutt Valley,14101,10596,19123,2021-11-01
Wairarapa,4461,3217,6302,2021-11-01
Nelson Marlborough,7990,6081,11248,2021-11-01
West Coast,2023,1490,2765,2021-11-01
Canterbury,28761,20408,36969,2021-11-01
South Canterbury,2475,1853,3428,2021-11-01
Southern,18059,13968,23646,2021-11-01
Overseas / Unknown,189,138,2653,2021-11-01
Total,412747,303845,571052,2021-11-01
