DHB,Dose1,Dose2,Population,Date
Northland,43260,40497,50488,2022-02-07
Waitemata,37655,36342,41113,2022-02-07
Auckland,26173,25271,27792,2022-02-07
Counties Manukau,56897,54090,63493,2022-02-07
Waikato,62873,59515,69707,2022-02-07
Lakes,26784,25246,30085,2022-02-07
Bay of Plenty,41462,38949,47734,2022-02-07
Tairawhiti,17815,16855,19839,2022-02-07
Taranaki,14298,13539,15904,2022-02-07
Hawkes Bay,30687,28893,34059,2022-02-07
MidCentral,22687,21568,24225,2022-02-07
Whanganui,11693,11072,13512,2022-02-07
Capital and Coast,25617,24824,26967,2022-02-07
Hutt Valley,17852,17060,19123,2022-02-07
Wairarapa,5858,5569,6302,2022-02-07
Nelson Marlborough,10165,9697,11248,2022-02-07
West Coast,2482,2359,2765,2022-02-07
Canterbury,34983,33676,36969,2022-02-07
South Canterbury,3126,2974,3428,2022-02-07
Southern,21879,21083,23646,2022-02-07
Overseas / Unknown,325,299,2653,2022-02-07
New Zealand,514571,489378,571052,2022-02-07
All DHBs to 90%,NA,NA,NA,2022-02-07
