DHB,Dose1,Dose2,Population,Date
Northland,33532,23229,50488,2021-10-28
Waitemata,32537,24631,41113,2021-10-28
Auckland,22740,17686,27792,2021-10-28
Counties Manukau,45921,32686,63493,2021-10-28
Waikato,49945,34375,69707,2021-10-28
Lakes,19270,13500,30085,2021-10-28
Bay of Plenty,30228,20783,47734,2021-10-28
Tairawhiti,13263,9676,19839,2021-10-28
Taranaki,10719,6969,15904,2021-10-28
Hawkes Bay,22505,16022,34059,2021-10-28
MidCentral,17051,12262,24225,2021-10-28
Whanganui,8715,6484,13512,2021-10-28
Capital and Coast,21371,16440,26967,2021-10-28
Hutt Valley,13811,10095,19123,2021-10-28
Wairarapa,4354,3066,6302,2021-10-28
Nelson Marlborough,7814,5899,11248,2021-10-28
West Coast,1957,1403,2765,2021-10-28
Canterbury,27727,19179,36969,2021-10-28
South Canterbury,2392,1774,3428,2021-10-28
Southern,17610,13575,23646,2021-10-28
Overseas / Unknown,185,134,2653,2021-10-28
Total,403647,289868,571052,2021-10-28
