DHB,Dose1,Dose2,Population,Date
Northland,42213,38552,50488,2022-01-08
Waitemata,37029,35308,41113,2022-01-08
Auckland,25776,24531,27792,2022-01-08
Counties Manukau,55610,51812,63493,2022-01-08
Waikato,61298,56690,69707,2022-01-08
Lakes,26069,23912,30085,2022-01-08
Bay of Plenty,40332,36901,47734,2022-01-08
Tairawhiti,17454,16029,19839,2022-01-08
Taranaki,13883,12836,15904,2022-01-08
Hawkes Bay,29842,27262,34059,2022-01-08
MidCentral,22117,20439,24225,2022-01-08
Whanganui,11403,10504,13512,2022-01-08
Capital and Coast,25131,24059,26967,2022-01-08
Hutt Valley,17423,16323,19123,2022-01-08
Wairarapa,5722,5322,6302,2022-01-08
Nelson Marlborough,9945,9228,11248,2022-01-08
West Coast,2416,2257,2765,2022-01-08
Canterbury,34243,32259,36969,2022-01-08
South Canterbury,3023,2804,3428,2022-01-08
Southern,21447,20274,23646,2022-01-08
Overseas / Unknown,323,281,2653,2022-01-08
New Zealand,502699,467583,571052,2022-01-08
All DHBs to 90%,NA,NA,NA,2022-01-08
