DHB,Dose1,Dose2,Population,Date
Northland,40986,35131,50488,2021-12-10
Waitemata,36402,33249,41113,2021-12-10
Auckland,25291,23180,27792,2021-12-10
Counties Manukau,54177,47688,63493,2021-12-10
Waikato,59675,51579,69707,2021-12-10
Lakes,25324,21285,30085,2021-12-10
Bay of Plenty,39065,32307,47734,2021-12-10
Tairawhiti,16862,14381,19839,2021-12-10
Taranaki,13345,11440,15904,2021-12-10
Hawkes Bay,28849,24119,34059,2021-12-10
MidCentral,21509,18176,24225,2021-12-10
Whanganui,11051,9350,13512,2021-12-10
Capital and Coast,24722,22269,26967,2021-12-10
Hutt Valley,16933,14702,19123,2021-12-10
Wairarapa,5604,4778,6302,2021-12-10
Nelson Marlborough,9637,8189,11248,2021-12-10
West Coast,2347,2069,2765,2021-12-10
Canterbury,33448,29527,36969,2021-12-10
South Canterbury,2932,2544,3428,2021-12-10
Southern,20962,18580,23646,2021-12-10
Overseas / Unknown,307,250,2653,2021-12-10
New Zealand,489428,424793,571052,2021-12-10
All DHBs to 90%,NA,NA,NA,2021-12-10
