DHB,Dose1,Dose2,Population,Date
Northland,37623,29598,50488,2021-11-18
Waitemata,34676,29332,41113,2021-11-18
Auckland,24258,20761,27792,2021-11-18
Counties Manukau,50559,40860,63493,2021-11-18
Waikato,54918,43549,69707,2021-11-18
Lakes,22441,17422,30085,2021-11-18
Bay of Plenty,34127,26558,47734,2021-11-18
Tairawhiti,15217,12023,19839,2021-11-18
Taranaki,12121,9370,15904,2021-11-18
Hawkes Bay,25684,19973,34059,2021-11-18
MidCentral,19178,15072,24225,2021-11-18
Whanganui,9756,7839,13512,2021-11-18
Capital and Coast,22871,19460,26967,2021-11-18
Hutt Valley,15203,12483,19123,2021-11-18
Wairarapa,5099,3847,6302,2021-11-18
Nelson Marlborough,8570,6880,11248,2021-11-18
West Coast,2163,1741,2765,2021-11-18
Canterbury,30725,24246,36969,2021-11-18
South Canterbury,2652,2127,3428,2021-11-18
Southern,19330,15905,23646,2021-11-18
Overseas / Unknown,288,223,2653,2021-11-18
New Zealand,447459,359269,571052,2021-11-18
All DHBs to 90%,NA,NA,NA,2021-11-18
