DHB,Dose1,Dose2,Population,Date
Northland,39101,31835,50488,2021-11-29
Waitemata,35591,31289,41113,2021-11-29
Auckland,24721,21918,27792,2021-11-29
Counties Manukau,52546,44451,63493,2021-11-29
Waikato,57237,47179,69707,2021-11-29
Lakes,23778,19010,30085,2021-11-29
Bay of Plenty,36749,29110,47734,2021-11-29
Tairawhiti,15970,13025,19839,2021-11-29
Taranaki,12693,10291,15904,2021-11-29
Hawkes Bay,27175,21754,34059,2021-11-29
MidCentral,20280,16369,24225,2021-11-29
Whanganui,10336,8438,13512,2021-11-29
Capital and Coast,23723,20615,26967,2021-11-29
Hutt Valley,16075,13432,19123,2021-11-29
Wairarapa,5381,4198,6302,2021-11-29
Nelson Marlborough,9006,7404,11248,2021-11-29
West Coast,2232,1889,2765,2021-11-29
Canterbury,31915,26650,36969,2021-11-29
South Canterbury,2767,2307,3428,2021-11-29
Southern,20038,17094,23646,2021-11-29
Overseas / Unknown,292,230,2653,2021-11-29
New Zealand,467606,388488,571052,2021-11-29
All DHBs to 90%,NA,NA,NA,2021-11-29
