DHB,Dose1,Dose2,Population,Date
Northland,36821,28527,50488,2021-11-13
Waitemata,34212,28483,41113,2021-11-13
Auckland,23929,20234,27792,2021-11-13
Counties Manukau,49648,39372,63493,2021-11-13
Waikato,53787,41789,69707,2021-11-13
Lakes,21235,16403,30085,2021-11-13
Bay of Plenty,32846,25309,47734,2021-11-13
Tairawhiti,14655,11405,19839,2021-11-13
Taranaki,11766,8933,15904,2021-11-13
Hawkes Bay,24942,19211,34059,2021-11-13
MidCentral,18555,14474,24225,2021-11-13
Whanganui,9467,7529,13512,2021-11-13
Capital and Coast,22459,18850,26967,2021-11-13
Hutt Valley,14795,12027,19123,2021-11-13
Wairarapa,4849,3626,6302,2021-11-13
Nelson Marlborough,8369,6690,11248,2021-11-13
West Coast,2123,1693,2765,2021-11-13
Canterbury,30123,23222,36969,2021-11-13
South Canterbury,2609,2068,3428,2021-11-13
Southern,19038,15403,23646,2021-11-13
Overseas / Unknown,292,226,2653,2021-11-13
New Zealand,436520,345474,571052,2021-11-13
All DHBs to 90%,NA,NA,NA,2021-11-13
