DHB,Dose1,Dose2,Population,Date
Northland,43499,40950,50488,2022-02-15
Waitemata,37754,36538,41113,2022-02-15
Auckland,26265,25441,27792,2022-02-15
Counties Manukau,57088,54543,63493,2022-02-15
Waikato,63197,60143,69707,2022-02-15
Lakes,26899,25471,30085,2022-02-15
Bay of Plenty,41662,39363,47734,2022-02-15
Tairawhiti,17895,16997,19839,2022-02-15
Taranaki,14370,13673,15904,2022-02-15
Hawkes Bay,30817,29218,34059,2022-02-15
MidCentral,22802,21744,24225,2022-02-15
Whanganui,11745,11182,13512,2022-02-15
Capital and Coast,25706,24983,26967,2022-02-15
Hutt Valley,17899,17183,19123,2022-02-15
Wairarapa,5886,5612,6302,2022-02-15
Nelson Marlborough,10206,9762,11248,2022-02-15
West Coast,2493,2379,2765,2022-02-15
Canterbury,35158,33982,36969,2022-02-15
South Canterbury,3141,2994,3428,2022-02-15
Southern,21961,21220,23646,2022-02-15
Overseas / Unknown,321,301,2653,2022-02-15
New Zealand,516764,493679,571052,2022-02-15
All DHBs to 90%,NA,NA,NA,2022-02-15
