DHB,Dose1,Dose2,Population,Date
Northland,42906,39905,50488,2022-01-26
Waitemata,37467,36048,41113,2022-01-26
Auckland,26045,25042,27792,2022-01-26
Counties Manukau,56519,53450,63493,2022-01-26
Waikato,62396,58655,69707,2022-01-26
Lakes,26557,24812,30085,2022-01-26
Bay of Plenty,41126,38318,47734,2022-01-26
Tairawhiti,17698,16644,19839,2022-01-26
Taranaki,14174,13291,15904,2022-01-26
Hawkes Bay,30416,28392,34059,2022-01-26
MidCentral,22492,21231,24225,2022-01-26
Whanganui,11590,10902,13512,2022-01-26
Capital and Coast,25471,24591,26967,2022-01-26
Hutt Valley,17687,16837,19123,2022-01-26
Wairarapa,5795,5484,6302,2022-01-26
Nelson Marlborough,10106,9573,11248,2022-01-26
West Coast,2461,2329,2765,2022-01-26
Canterbury,34751,33286,36969,2022-01-26
South Canterbury,3089,2917,3428,2022-01-26
Southern,21723,20847,23646,2022-01-26
Overseas / Unknown,335,302,2653,2022-01-26
New Zealand,510804,482856,571052,2022-01-26
All DHBs to 90%,NA,NA,NA,2022-01-26
