DHB,Dose1,Dose2,Population,Date
Northland,38890,31599,50488,2021-11-28
Waitemata,35501,31105,41113,2021-11-28
Auckland,24674,21801,27792,2021-11-28
Counties Manukau,52327,44171,63493,2021-11-28
Waikato,57042,46943,69707,2021-11-28
Lakes,23644,18871,30085,2021-11-28
Bay of Plenty,36553,28895,47734,2021-11-28
Tairawhiti,15906,12921,19839,2021-11-28
Taranaki,12610,10209,15904,2021-11-28
Hawkes Bay,27023,21643,34059,2021-11-28
MidCentral,20163,16250,24225,2021-11-28
Whanganui,10286,8380,13512,2021-11-28
Capital and Coast,23616,20495,26967,2021-11-28
Hutt Valley,16000,13367,19123,2021-11-28
Wairarapa,5347,4171,6302,2021-11-28
Nelson Marlborough,8944,7335,11248,2021-11-28
West Coast,2227,1886,2765,2021-11-28
Canterbury,31764,26372,36969,2021-11-28
South Canterbury,2750,2294,3428,2021-11-28
Southern,19950,16951,23646,2021-11-28
Overseas / Unknown,292,230,2653,2021-11-28
New Zealand,465509,385889,571052,2021-11-28
All DHBs to 90%,NA,NA,NA,2021-11-28
