DHB,Dose1,Dose2,Population,Date
Northland,43527,41009,50488,2022-02-16
Waitemata,37761,36564,41113,2022-02-16
Auckland,26267,25460,27792,2022-02-16
Counties Manukau,57116,54605,63493,2022-02-16
Waikato,63247,60216,69707,2022-02-16
Lakes,26920,25515,30085,2022-02-16
Bay of Plenty,41695,39421,47734,2022-02-16
Tairawhiti,17900,17003,19839,2022-02-16
Taranaki,14385,13698,15904,2022-02-16
Hawkes Bay,30841,29258,34059,2022-02-16
MidCentral,22818,21777,24225,2022-02-16
Whanganui,11760,11205,13512,2022-02-16
Capital and Coast,25712,24998,26967,2022-02-16
Hutt Valley,17914,17206,19123,2022-02-16
Wairarapa,5888,5613,6302,2022-02-16
Nelson Marlborough,10210,9771,11248,2022-02-16
West Coast,2490,2379,2765,2022-02-16
Canterbury,35179,34027,36969,2022-02-16
South Canterbury,3145,3002,3428,2022-02-16
Southern,21971,21237,23646,2022-02-16
Overseas / Unknown,324,304,2653,2022-02-16
New Zealand,517070,494268,571052,2022-02-16
