DHB,Dose1,Dose2,Population,Date
Northland,39849,32941,50488,2021-12-02
Waitemata,35864,31833,41113,2021-12-02
Auckland,24899,22279,27792,2021-12-02
Counties Manukau,53183,45375,63493,2021-12-02
Waikato,58088,48446,69707,2021-12-02
Lakes,24401,19603,30085,2021-12-02
Bay of Plenty,37621,30009,47734,2021-12-02
Tairawhiti,16271,13374,19839,2021-12-02
Taranaki,12935,10578,15904,2021-12-02
Hawkes Bay,27804,22440,34059,2021-12-02
MidCentral,20798,16903,24225,2021-12-02
Whanganui,10645,8744,13512,2021-12-02
Capital and Coast,24133,21196,26967,2021-12-02
Hutt Valley,16423,13789,19123,2021-12-02
Wairarapa,5467,4328,6302,2021-12-02
Nelson Marlborough,9256,7656,11248,2021-12-02
West Coast,2280,1949,2765,2021-12-02
Canterbury,32525,27733,36969,2021-12-02
South Canterbury,2831,2372,3428,2021-12-02
Southern,20407,17617,23646,2021-12-02
Overseas / Unknown,301,232,2653,2021-12-02
New Zealand,475981,399397,571052,2021-12-02
All DHBs to 90%,NA,NA,NA,2021-12-02
