DHB,Dose1,Dose2,Population,Date
Northland,41951,37652,50488,2021-12-26
Waitemata,36875,34811,41113,2021-12-26
Auckland,25664,24148,27792,2021-12-26
Counties Manukau,55298,50790,63493,2021-12-26
Waikato,60907,55242,69707,2021-12-26
Lakes,25868,23129,30085,2021-12-26
Bay of Plenty,39918,35541,47734,2021-12-26
Tairawhiti,17290,15601,19839,2021-12-26
Taranaki,13734,12326,15904,2021-12-26
Hawkes Bay,29551,26322,34059,2021-12-26
MidCentral,21974,19790,24225,2021-12-26
Whanganui,11307,10169,13512,2021-12-26
Capital and Coast,24992,23534,26967,2021-12-26
Hutt Valley,17325,15905,19123,2021-12-26
Wairarapa,5690,5176,6302,2021-12-26
Nelson Marlborough,9860,8846,11248,2021-12-26
West Coast,2400,2194,2765,2021-12-26
Canterbury,34008,31397,36969,2021-12-26
South Canterbury,3001,2731,3428,2021-12-26
Southern,21321,19772,23646,2021-12-26
Overseas / Unknown,312,265,2653,2021-12-26
New Zealand,499246,455341,571052,2021-12-26
All DHBs to 90%,NA,NA,NA,2021-12-26
