DHB,Dose1,Dose2,Population,Date
Northland,42167,38410,50488,2022-01-06
Waitemata,36985,35217,41113,2022-01-06
Auckland,25737,24439,27792,2022-01-06
Counties Manukau,55560,51651,63493,2022-01-06
Waikato,61219,56397,69707,2022-01-06
Lakes,26030,23784,30085,2022-01-06
Bay of Plenty,40235,36711,47734,2022-01-06
Tairawhiti,17371,15925,19839,2022-01-06
Taranaki,13847,12716,15904,2022-01-06
Hawkes Bay,29766,27078,34059,2022-01-06
MidCentral,22088,20366,24225,2022-01-06
Whanganui,11379,10436,13512,2022-01-06
Capital and Coast,25093,23965,26967,2022-01-06
Hutt Valley,17395,16239,19123,2022-01-06
Wairarapa,5719,5298,6302,2022-01-06
Nelson Marlborough,9932,9171,11248,2022-01-06
West Coast,2412,2241,2765,2022-01-06
Canterbury,34171,32099,36969,2022-01-06
South Canterbury,3019,2798,3428,2022-01-06
Southern,21422,20205,23646,2022-01-06
Overseas / Unknown,317,277,2653,2022-01-06
New Zealand,501864,465423,571052,2022-01-06
All DHBs to 90%,NA,NA,NA,2022-01-06
