DHB,Dose1,Dose2,Population,Date
Northland,41454,36116,50488,2021-12-15
Waitemata,36651,33901,41113,2021-12-15
Auckland,25479,23596,27792,2021-12-15
Counties Manukau,54703,48963,63493,2021-12-15
Waikato,60230,52879,69707,2021-12-15
Lakes,25562,21973,30085,2021-12-15
Bay of Plenty,39450,33487,47734,2021-12-15
Tairawhiti,17041,14799,19839,2021-12-15
Taranaki,13496,11739,15904,2021-12-15
Hawkes Bay,29110,24908,34059,2021-12-15
MidCentral,21709,18698,24225,2021-12-15
Whanganui,11171,9658,13512,2021-12-15
Capital and Coast,24846,22682,26967,2021-12-15
Hutt Valley,17136,15124,19123,2021-12-15
Wairarapa,5635,4923,6302,2021-12-15
Nelson Marlborough,9718,8387,11248,2021-12-15
West Coast,2372,2104,2765,2021-12-15
Canterbury,33673,30174,36969,2021-12-15
South Canterbury,2964,2606,3428,2021-12-15
Southern,21104,18960,23646,2021-12-15
Overseas / Unknown,304,252,2653,2021-12-15
New Zealand,493808,435929,571052,2021-12-15
All DHBs to 90%,NA,NA,NA,2021-12-15
