DHB,Dose1,Dose2,Population,Date
Northland,32306,22019,50488,2021-10-22
Waitemata,31629,22978,41113,2021-10-22
Auckland,22169,16664,27792,2021-10-22
Counties Manukau,44082,30341,63493,2021-10-22
Waikato,47973,32333,69707,2021-10-22
Lakes,18715,12778,30085,2021-10-22
Bay of Plenty,29285,19275,47734,2021-10-22
Tairawhiti,12782,9286,19839,2021-10-22
Taranaki,10290,6543,15904,2021-10-22
Hawkes Bay,21794,15341,34059,2021-10-22
MidCentral,16482,11617,24225,2021-10-22
Whanganui,8453,6194,13512,2021-10-22
Capital and Coast,20987,15549,26967,2021-10-22
Hutt Valley,13396,9448,19123,2021-10-22
Wairarapa,4185,2884,6302,2021-10-22
Nelson Marlborough,7513,5633,11248,2021-10-22
West Coast,1896,1338,2765,2021-10-22
Canterbury,26433,17584,36969,2021-10-22
South Canterbury,2293,1671,3428,2021-10-22
Southern,17044,12845,23646,2021-10-22
Overseas / Unknown,177,125,2653,2021-10-22
Total,389884,272446,571052,2021-10-22
