DHB,Dose1,Dose2,Population,Date
Northland,42054,38091,50488,2022-01-01
Waitemata,36915,35062,41113,2022-01-01
Auckland,25705,24328,27792,2022-01-01
Counties Manukau,55417,51330,63493,2022-01-01
Waikato,61071,55946,69707,2022-01-01
Lakes,25936,23512,30085,2022-01-01
Bay of Plenty,40070,36289,47734,2022-01-01
Tairawhiti,17319,15798,19839,2022-01-01
Taranaki,13782,12541,15904,2022-01-01
Hawkes Bay,29653,26812,34059,2022-01-01
MidCentral,22034,20174,24225,2022-01-01
Whanganui,11341,10334,13512,2022-01-01
Capital and Coast,25055,23815,26967,2022-01-01
Hutt Valley,17345,16093,19123,2022-01-01
Wairarapa,5707,5254,6302,2022-01-01
Nelson Marlborough,9885,9057,11248,2022-01-01
West Coast,2411,2220,2765,2022-01-01
Canterbury,34083,31843,36969,2022-01-01
South Canterbury,3010,2767,3428,2022-01-01
Southern,21381,20055,23646,2022-01-01
Overseas / Unknown,314,272,2653,2022-01-01
New Zealand,500488,461593,571052,2022-01-01
All DHBs to 90%,NA,NA,NA,2022-01-01
