DHB,Dose1,Dose2,Population,Date
Northland,39294,31758,50488,2021-12-01
Waitemata,35766,31630,41113,2021-12-01
Auckland,24825,22150,27792,2021-12-01
Counties Manukau,52997,45110,63493,2021-12-01
Waikato,57714,47849,69707,2021-12-01
Lakes,24159,19383,30085,2021-12-01
Bay of Plenty,37294,29654,47734,2021-12-01
Tairawhiti,16170,13256,19839,2021-12-01
Taranaki,12837,10493,15904,2021-12-01
Hawkes Bay,27563,22151,34059,2021-12-01
MidCentral,20586,16682,24225,2021-12-01
Whanganui,10514,8623,13512,2021-12-01
Capital and Coast,23958,20923,26967,2021-12-01
Hutt Valley,16287,13617,19123,2021-12-01
Wairarapa,5426,4278,6302,2021-12-01
Nelson Marlborough,9167,7560,11248,2021-12-01
West Coast,2268,1932,2765,2021-12-01
Canterbury,32307,27313,36969,2021-12-01
South Canterbury,2807,2347,3428,2021-12-01
Southern,20277,17373,23646,2021-12-01
Overseas / Unknown,301,234,2653,2021-12-01
New Zealand,472517,394316,571052,2021-12-01
All DHBs to 90%,NA,NA,NA,2021-12-01
