DHB,Dose1,Dose2,Population,Date
Northland,39342,32197,50488,2021-11-30
Waitemata,35686,31466,41113,2021-11-30
Auckland,24782,22038,27792,2021-11-30
Counties Manukau,52768,44785,63493,2021-11-30
Waikato,57478,47515,69707,2021-11-30
Lakes,23966,19176,30085,2021-11-30
Bay of Plenty,36991,29372,47734,2021-11-30
Tairawhiti,16057,13126,19839,2021-11-30
Taranaki,12779,10402,15904,2021-11-30
Hawkes Bay,27368,21998,34059,2021-11-30
MidCentral,20435,16537,24225,2021-11-30
Whanganui,10438,8532,13512,2021-11-30
Capital and Coast,23852,20772,26967,2021-11-30
Hutt Valley,16177,13516,19123,2021-11-30
Wairarapa,5399,4234,6302,2021-11-30
Nelson Marlborough,9074,7481,11248,2021-11-30
West Coast,2250,1918,2765,2021-11-30
Canterbury,32105,26973,36969,2021-11-30
South Canterbury,2794,2327,3428,2021-11-30
Southern,20165,17252,23646,2021-11-30
Overseas / Unknown,294,230,2653,2021-11-30
New Zealand,470200,391847,571052,2021-11-30
All DHBs to 90%,NA,NA,NA,2021-11-30
