DHB,Dose1,Dose2,Population,Date
Northland,37302,29081,50488,2021-11-16
Waitemata,34482,28963,41113,2021-11-16
Auckland,24142,20560,27792,2021-11-16
Counties Manukau,50188,40239,63493,2021-11-16
Waikato,54386,42694,69707,2021-11-16
Lakes,22082,17087,30085,2021-11-16
Bay of Plenty,33653,26029,47734,2021-11-16
Tairawhiti,15030,11786,19839,2021-11-16
Taranaki,11991,9169,15904,2021-11-16
Hawkes Bay,25387,19620,34059,2021-11-16
MidCentral,18895,14780,24225,2021-11-16
Whanganui,9628,7667,13512,2021-11-16
Capital and Coast,22709,19187,26967,2021-11-16
Hutt Valley,15045,12266,19123,2021-11-16
Wairarapa,5017,3767,6302,2021-11-16
Nelson Marlborough,8480,6776,11248,2021-11-16
West Coast,2145,1720,2765,2021-11-16
Canterbury,30469,23723,36969,2021-11-16
South Canterbury,2635,2101,3428,2021-11-16
Southern,19202,15658,23646,2021-11-16
Overseas / Unknown,287,224,2653,2021-11-16
New Zealand,443155,353097,571052,2021-11-16
All DHBs to 90%,NA,NA,NA,2021-11-16
