DHB,Dose1,Dose2,Population,Date
Northland,34596,24895,50488,2021-11-03
Waitemata,33268,26317,41113,2021-11-03
Auckland,23191,18771,27792,2021-11-03
Counties Manukau,47494,35287,63493,2021-11-03
Waikato,51713,37384,69707,2021-11-03
Lakes,20137,14592,30085,2021-11-03
Bay of Plenty,31191,22619,47734,2021-11-03
Tairawhiti,13772,10272,19839,2021-11-03
Taranaki,11043,7642,15904,2021-11-03
Hawkes Bay,23280,16980,34059,2021-11-03
MidCentral,17639,12974,24225,2021-11-03
Whanganui,8970,6826,13512,2021-11-03
Capital and Coast,21748,17339,26967,2021-11-03
Hutt Valley,14196,10821,19123,2021-11-03
Wairarapa,4506,3261,6302,2021-11-03
Nelson Marlborough,8074,6174,11248,2021-11-03
West Coast,2049,1531,2765,2021-11-03
Canterbury,29093,21005,36969,2021-11-03
South Canterbury,2507,1894,3428,2021-11-03
Southern,18286,14227,23646,2021-11-03
Overseas / Unknown,192,139,2653,2021-11-03
Total,416945,310950,571052,2021-11-03
