DHB,Dose1,Dose2,Population,Date
Northland,41821,37175,50488,2021-12-21
Waitemata,36820,34531,41113,2021-12-21
Auckland,25622,23966,27792,2021-12-21
Counties Manukau,55169,50299,63493,2021-12-21
Waikato,60742,54389,69707,2021-12-21
Lakes,25803,22717,30085,2021-12-21
Bay of Plenty,39781,34829,47734,2021-12-21
Tairawhiti,17217,15326,19839,2021-12-21
Taranaki,13650,12116,15904,2021-12-21
Hawkes Bay,29455,25849,34059,2021-12-21
MidCentral,21897,19381,24225,2021-12-21
Whanganui,11266,9968,13512,2021-12-21
Capital and Coast,24950,23219,26967,2021-12-21
Hutt Valley,17277,15596,19123,2021-12-21
Wairarapa,5677,5090,6302,2021-12-21
Nelson Marlborough,9824,8685,11248,2021-12-21
West Coast,2387,2158,2765,2021-12-21
Canterbury,33908,30886,36969,2021-12-21
South Canterbury,2994,2677,3428,2021-12-21
Southern,21268,19467,23646,2021-12-21
Overseas / Unknown,317,267,2653,2021-12-21
New Zealand,497845,448591,571052,2021-12-21
All DHBs to 90%,NA,NA,NA,2021-12-21
