DHB,Dose1,Dose2,Population,Date
Northland,42792,39766,50488,2022-01-24
Waitemata,37386,35933,41113,2022-01-24
Auckland,26012,24988,27792,2022-01-24
Counties Manukau,56399,53294,63493,2022-01-24
Waikato,62257,58472,69707,2022-01-24
Lakes,26507,24727,30085,2022-01-24
Bay of Plenty,41017,38147,47734,2022-01-24
Tairawhiti,17658,16566,19839,2022-01-24
Taranaki,14126,13234,15904,2022-01-24
Hawkes Bay,30343,28273,34059,2022-01-24
MidCentral,22438,21150,24225,2022-01-24
Whanganui,11561,10858,13512,2022-01-24
Capital and Coast,25432,24538,26967,2022-01-24
Hutt Valley,17659,16792,19123,2022-01-24
Wairarapa,5788,5476,6302,2022-01-24
Nelson Marlborough,10076,9527,11248,2022-01-24
West Coast,2451,2319,2765,2022-01-24
Canterbury,34674,33183,36969,2022-01-24
South Canterbury,3080,2908,3428,2022-01-24
Southern,21687,20803,23646,2022-01-24
Overseas / Unknown,330,298,2653,2022-01-24
New Zealand,509673,481252,571052,2022-01-24
All DHBs to 90%,NA,NA,NA,2022-01-24
