DHB,Dose1,Dose2,Population,Date
Northland,37962,30101,50488,2021-11-21
Waitemata,34900,29870,41113,2021-11-21
Auckland,24410,21067,27792,2021-11-21
Counties Manukau,51156,41964,63493,2021-11-21
Waikato,55468,44421,69707,2021-11-21
Lakes,22762,17851,30085,2021-11-21
Bay of Plenty,34801,27293,47734,2021-11-21
Tairawhiti,15418,12276,19839,2021-11-21
Taranaki,12264,9646,15904,2021-11-21
Hawkes Bay,26126,20470,34059,2021-11-21
MidCentral,19481,15468,24225,2021-11-21
Whanganui,9950,7983,13512,2021-11-21
Capital and Coast,23103,19767,26967,2021-11-21
Hutt Valley,15426,12783,19123,2021-11-21
Wairarapa,5205,3946,6302,2021-11-21
Nelson Marlborough,8678,7028,11248,2021-11-21
West Coast,2179,1775,2765,2021-11-21
Canterbury,30998,24969,36969,2021-11-21
South Canterbury,2680,2190,3428,2021-11-21
Southern,19464,16152,23646,2021-11-21
Overseas / Unknown,289,226,2653,2021-11-21
New Zealand,452720,367246,571052,2021-11-21
All DHBs to 90%,NA,NA,NA,2021-11-21
