DHB,Dose1,Dose2,Population,Date
Northland,43005,40071,50488,2022-01-28
Waitemata,37525,36141,41113,2022-01-28
Auckland,26061,25084,27792,2022-01-28
Counties Manukau,56619,53585,63493,2022-01-28
Waikato,62551,58908,69707,2022-01-28
Lakes,26608,24903,30085,2022-01-28
Bay of Plenty,41223,38507,47734,2022-01-28
Tairawhiti,17727,16693,19839,2022-01-28
Taranaki,14215,13365,15904,2022-01-28
Hawkes Bay,30460,28505,34059,2022-01-28
MidCentral,22541,21325,24225,2022-01-28
Whanganui,11616,10946,13512,2022-01-28
Capital and Coast,25493,24656,26967,2022-01-28
Hutt Valley,17740,16912,19123,2022-01-28
Wairarapa,5813,5501,6302,2022-01-28
Nelson Marlborough,10118,9603,11248,2022-01-28
West Coast,2465,2335,2765,2022-01-28
Canterbury,34822,33400,36969,2022-01-28
South Canterbury,3102,2936,3428,2022-01-28
Southern,21767,20910,23646,2022-01-28
Overseas / Unknown,331,301,2653,2022-01-28
New Zealand,511802,484587,571052,2022-01-28
All DHBs to 90%,NA,NA,NA,2022-01-28
