DHB,Dose1,Dose2,Population,Date
Northland,43247,40480,50488,2022-02-06
Waitemata,37654,36341,41113,2022-02-06
Auckland,26163,25261,27792,2022-02-06
Counties Manukau,56878,54059,63493,2022-02-06
Waikato,62864,59488,69707,2022-02-06
Lakes,26767,25219,30085,2022-02-06
Bay of Plenty,41457,38929,47734,2022-02-06
Tairawhiti,17813,16854,19839,2022-02-06
Taranaki,14297,13537,15904,2022-02-06
Hawkes Bay,30682,28885,34059,2022-02-06
MidCentral,22684,21556,24225,2022-02-06
Whanganui,11691,11066,13512,2022-02-06
Capital and Coast,25614,24818,26967,2022-02-06
Hutt Valley,17850,17056,19123,2022-02-06
Wairarapa,5858,5568,6302,2022-02-06
Nelson Marlborough,10162,9695,11248,2022-02-06
West Coast,2482,2359,2765,2022-02-06
Canterbury,34980,33665,36969,2022-02-06
South Canterbury,3126,2974,3428,2022-02-06
Southern,21875,21079,23646,2022-02-06
Overseas / Unknown,325,299,2653,2022-02-06
New Zealand,514469,489188,571052,2022-02-06
All DHBs to 90%,NA,NA,NA,2022-02-06
