DHB,Dose1,Dose2,Population,Date
Northland,35471,26425,50488,2021-11-08
Waitemata,33725,27557,41113,2021-11-08
Auckland,23559,19539,27792,2021-11-08
Counties Manukau,48486,37482,63493,2021-11-08
Waikato,52715,39581,69707,2021-11-08
Lakes,20651,15534,30085,2021-11-08
Bay of Plenty,31888,23960,47734,2021-11-08
Tairawhiti,14238,10902,19839,2021-11-08
Taranaki,11398,8250,15904,2021-11-08
Hawkes Bay,24109,18232,34059,2021-11-08
MidCentral,18024,13664,24225,2021-11-08
Whanganui,9169,7169,13512,2021-11-08
Capital and Coast,22044,18052,26967,2021-11-08
Hutt Valley,14475,11463,19123,2021-11-08
Wairarapa,4621,3426,6302,2021-11-08
Nelson Marlborough,8186,6410,11248,2021-11-08
West Coast,2084,1601,2765,2021-11-08
Canterbury,29651,22209,36969,2021-11-08
South Canterbury,2555,1979,3428,2021-11-08
Southern,18654,14804,23646,2021-11-08
Overseas / Unknown,188,141,2653,2021-11-08
Total,425891,328380,571052,2021-11-08
