DHB,Dose1,Dose2,Population,Date
Northland,42708,39620,50488,2022-01-20
Waitemata,37318,35839,41113,2022-01-20
Auckland,25965,24907,27792,2022-01-20
Counties Manukau,56255,53073,63493,2022-01-20
Waikato,62097,58182,69707,2022-01-20
Lakes,26406,24572,30085,2022-01-20
Bay of Plenty,40874,37928,47734,2022-01-20
Tairawhiti,17614,16471,19839,2022-01-20
Taranaki,14065,13164,15904,2022-01-20
Hawkes Bay,30240,28123,34059,2022-01-20
MidCentral,22398,21059,24225,2022-01-20
Whanganui,11539,10815,13512,2022-01-20
Capital and Coast,25415,24494,26967,2022-01-20
Hutt Valley,17617,16728,19123,2022-01-20
Wairarapa,5778,5467,6302,2022-01-20
Nelson Marlborough,10048,9473,11248,2022-01-20
West Coast,2444,2306,2765,2022-01-20
Canterbury,34571,33032,36969,2022-01-20
South Canterbury,3070,2895,3428,2022-01-20
Southern,21650,20733,23646,2022-01-20
Overseas / Unknown,326,291,2653,2022-01-20
New Zealand,508398,479172,571052,2022-01-20
All DHBs to 90%,NA,NA,NA,2022-01-20
