DHB,Dose1,Dose2,Population,Date
Northland,41689,36749,50488,2021-12-19
Waitemata,36739,34299,41113,2021-12-19
Auckland,25563,23830,27792,2021-12-19
Counties Manukau,55023,49842,63493,2021-12-19
Waikato,60582,53914,69707,2021-12-19
Lakes,25729,22473,30085,2021-12-19
Bay of Plenty,39681,34420,47734,2021-12-19
Tairawhiti,17164,15156,19839,2021-12-19
Taranaki,13612,11971,15904,2021-12-19
Hawkes Bay,29335,25558,34059,2021-12-19
MidCentral,21832,19172,24225,2021-12-19
Whanganui,11233,9832,13512,2021-12-19
Capital and Coast,24921,23036,26967,2021-12-19
Hutt Valley,17240,15450,19123,2021-12-19
Wairarapa,5660,5026,6302,2021-12-19
Nelson Marlborough,9790,8569,11248,2021-12-19
West Coast,2384,2140,2765,2021-12-19
Canterbury,33814,30618,36969,2021-12-19
South Canterbury,2983,2648,3428,2021-12-19
Southern,21207,19265,23646,2021-12-19
Overseas / Unknown,312,259,2653,2021-12-19
New Zealand,496493,444227,571052,2021-12-19
All DHBs to 90%,NA,NA,NA,2021-12-19
