DHB,Dose1,Dose2,Population,Date
Northland,2843,2669,2934,2022-01-05
Waitemata,35005,33668,37573,2022-01-05
Auckland,43127,41397,46866,2022-01-05
Counties Manukau,106927,102405,116498,2022-01-05
Waikato,10158,9747,10682,2022-01-05
Lakes,2126,2017,2286,2022-01-05
Bay of Plenty,4704,4477,3679,2022-01-05
Tairawhiti,1010,959,965,2022-01-05
Taranaki,1266,1188,1270,2022-01-05
Hawkes Bay,6304,5982,5020,2022-01-05
MidCentral,4370,4141,4468,2022-01-05
Whanganui,1193,1135,1381,2022-01-05
Capital and Coast,17985,17259,19177,2022-01-05
Hutt Valley,9253,8817,9894,2022-01-05
Wairarapa,826,793,837,2022-01-05
Nelson Marlborough,4215,4067,2115,2022-01-05
West Coast,281,269,282,2022-01-05
Canterbury,12372,11821,12737,2022-01-05
South Canterbury,960,905,837,2022-01-05
Southern,6488,6210,6031,2022-01-05
Overseas / Unknown,356,335,1149,2022-01-05
New Zealand,271769,260261,286681,2022-01-05
All DHBs to 90%,NA,NA,NA,2022-01-05
