DHB,Dose1,Dose2,Population,Date
Northland,2849,2690,2934,2022-01-09
Waitemata,35075,33842,37573,2022-01-09
Auckland,43227,41627,46866,2022-01-09
Counties Manukau,107199,103054,116498,2022-01-09
Waikato,10174,9799,10682,2022-01-09
Lakes,2134,2036,2286,2022-01-09
Bay of Plenty,4720,4504,3679,2022-01-09
Tairawhiti,1010,969,965,2022-01-09
Taranaki,1268,1200,1270,2022-01-09
Hawkes Bay,6344,6047,5020,2022-01-09
MidCentral,4383,4178,4468,2022-01-09
Whanganui,1194,1142,1381,2022-01-09
Capital and Coast,18056,17369,19177,2022-01-09
Hutt Valley,9275,8897,9894,2022-01-09
Wairarapa,829,797,837,2022-01-09
Nelson Marlborough,4234,4093,2115,2022-01-09
West Coast,281,271,282,2022-01-09
Canterbury,12399,11893,12737,2022-01-09
South Canterbury,962,915,837,2022-01-09
Southern,6518,6261,6031,2022-01-09
Overseas / Unknown,361,339,1149,2022-01-09
New Zealand,272492,261923,286681,2022-01-09
All DHBs to 90%,NA,NA,NA,2022-01-09
