DHB,Dose1,Dose2,Population,Date
Northland,2438,1901,2934,2021-11-07
Waitemata,32651,27700,37573,2021-11-07
Auckland,40246,34116,46866,2021-11-07
Counties Manukau,98974,83404,116498,2021-11-07
Waikato,9321,7757,10682,2021-11-07
Lakes,1873,1533,2286,2021-11-07
Bay of Plenty,4111,3367,3679,2021-11-07
Tairawhiti,903,722,965,2021-11-07
Taranaki,1089,854,1270,2021-11-07
Hawkes Bay,5295,4461,5020,2021-11-07
MidCentral,3874,3128,4468,2021-11-07
Whanganui,1078,888,1381,2021-11-07
Capital and Coast,15942,13280,19177,2021-11-07
Hutt Valley,8130,6866,9894,2021-11-07
Wairarapa,714,584,837,2021-11-07
Nelson Marlborough,3674,3255,2115,2021-11-07
West Coast,239,196,282,2021-11-07
Canterbury,11090,8715,12737,2021-11-07
South Canterbury,816,668,837,2021-11-07
Southern,5741,4749,6031,2021-11-07
Overseas / Unknown,333,306,1149,2021-11-07
Total,248532,208450,286681,2021-11-07
