DHB,Dose1,Dose2,Population,Date
Northland,2504,2055,2934,2021-11-12
Waitemata,32919,28427,37573,2021-11-12
Auckland,40645,35137,46866,2021-11-12
Counties Manukau,99933,85487,116498,2021-11-12
Waikato,9429,8039,10682,2021-11-12
Lakes,1901,1599,2286,2021-11-12
Bay of Plenty,4193,3531,3679,2021-11-12
Tairawhiti,915,759,965,2021-11-12
Taranaki,1110,889,1270,2021-11-12
Hawkes Bay,5342,4548,5020,2021-11-12
MidCentral,3932,3240,4468,2021-11-12
Whanganui,1100,912,1381,2021-11-12
Capital and Coast,16153,13652,19177,2021-11-12
Hutt Valley,8226,7044,9894,2021-11-12
Wairarapa,723,602,837,2021-11-12
Nelson Marlborough,3703,3310,2115,2021-11-12
West Coast,244,202,282,2021-11-12
Canterbury,11230,9025,12737,2021-11-12
South Canterbury,826,692,837,2021-11-12
Southern,5811,4879,6031,2021-11-12
Overseas / Unknown,394,362,1149,2021-11-12
New Zealand,251233,214391,286681,2021-11-12
All DHBs to 90%,NA,NA,NA,2021-11-12
