DHB,Dose1,Dose2,Population,Date
Northland,2895,2785,2934,2022-02-08
Waitemata,35703,34852,37573,2022-02-08
Auckland,43930,42758,46866,2022-02-08
Counties Manukau,109330,106394,116498,2022-02-08
Waikato,10389,10108,10682,2022-02-08
Lakes,2164,2096,2286,2022-02-08
Bay of Plenty,4812,4666,3679,2022-02-08
Tairawhiti,1045,1016,965,2022-02-08
Taranaki,1290,1257,1270,2022-02-08
Hawkes Bay,6829,6595,5020,2022-02-08
MidCentral,4495,4365,4468,2022-02-08
Whanganui,1243,1194,1381,2022-02-08
Capital and Coast,18358,17945,19177,2022-02-08
Hutt Valley,9476,9242,9894,2022-02-08
Wairarapa,877,852,837,2022-02-08
Nelson Marlborough,4533,4456,2115,2022-02-08
West Coast,285,275,282,2022-02-08
Canterbury,12657,12300,12737,2022-02-08
South Canterbury,979,958,837,2022-02-08
Southern,6729,6565,6031,2022-02-08
Overseas / Unknown,385,364,1149,2022-02-08
New Zealand,278404,271043,286681,2022-02-08
All DHBs to 90%,NA,NA,NA,2022-02-08
