DHB,Dose1,Dose2,Population,Date
Northland,2866,2765,2934,2022-01-26
Waitemata,35532,34536,37573,2022-01-26
Auckland,43734,42413,46866,2022-01-26
Counties Manukau,108606,105250,116498,2022-01-26
Waikato,10308,9991,10682,2022-01-26
Lakes,2164,2089,2286,2022-01-26
Bay of Plenty,4771,4606,3679,2022-01-26
Tairawhiti,1030,998,965,2022-01-26
Taranaki,1281,1239,1270,2022-01-26
Hawkes Bay,6614,6369,5020,2022-01-26
MidCentral,4440,4293,4468,2022-01-26
Whanganui,1227,1179,1381,2022-01-26
Capital and Coast,18235,17720,19177,2022-01-26
Hutt Valley,9407,9138,9894,2022-01-26
Wairarapa,867,842,837,2022-01-26
Nelson Marlborough,4439,4343,2115,2022-01-26
West Coast,282,272,282,2022-01-26
Canterbury,12580,12193,12737,2022-01-26
South Canterbury,978,950,837,2022-01-26
Southern,6617,6410,6031,2022-01-26
Overseas / Unknown,373,353,1149,2022-01-26
New Zealand,276351,267949,286681,2022-01-26
All DHBs to 90%,NA,NA,NA,2022-01-26
