DHB,Dose1,Dose2,Population,Date
Northland,2860,2746,2934,2022-01-19
Waitemata,35395,34321,37573,2022-01-19
Auckland,43560,42166,46866,2022-01-19
Counties Manukau,108086,104504,116498,2022-01-19
Waikato,10262,9930,10682,2022-01-19
Lakes,2155,2070,2286,2022-01-19
Bay of Plenty,4759,4568,3679,2022-01-19
Tairawhiti,1026,989,965,2022-01-19
Taranaki,1274,1222,1270,2022-01-19
Hawkes Bay,6509,6264,5020,2022-01-19
MidCentral,4427,4263,4468,2022-01-19
Whanganui,1214,1170,1381,2022-01-19
Capital and Coast,18173,17607,19177,2022-01-19
Hutt Valley,9369,9088,9894,2022-01-19
Wairarapa,862,834,837,2022-01-19
Nelson Marlborough,4396,4283,2115,2022-01-19
West Coast,284,275,282,2022-01-19
Canterbury,12506,12086,12737,2022-01-19
South Canterbury,971,940,837,2022-01-19
Southern,6578,6352,6031,2022-01-19
Overseas / Unknown,362,341,1149,2022-01-19
New Zealand,275028,266019,286681,2022-01-19
All DHBs to 90%,NA,NA,NA,2022-01-19
