DHB,Dose1,Dose2,Population,Date
Northland,2708,2373,2934,2021-12-04
Waitemata,34251,31613,37573,2021-12-04
Auckland,42318,39029,46866,2021-12-04
Counties Manukau,104408,95854,116498,2021-12-04
Waikato,9914,9026,10682,2021-12-04
Lakes,2064,1826,2286,2021-12-04
Bay of Plenty,4567,4041,3679,2021-12-04
Tairawhiti,983,871,965,2021-12-04
Taranaki,1217,1061,1270,2021-12-04
Hawkes Bay,5818,5170,5020,2021-12-04
MidCentral,4214,3738,4468,2021-12-04
Whanganui,1162,1042,1381,2021-12-04
Capital and Coast,17431,15629,19177,2021-12-04
Hutt Valley,8948,7989,9894,2021-12-04
Wairarapa,810,715,837,2021-12-04
Nelson Marlborough,3872,3582,2115,2021-12-04
West Coast,275,240,282,2021-12-04
Canterbury,12015,10766,12737,2021-12-04
South Canterbury,879,786,837,2021-12-04
Southern,6186,5583,6031,2021-12-04
Overseas / Unknown,370,346,1149,2021-12-04
New Zealand,264410,241280,286681,2021-12-04
All DHBs to 90%,NA,NA,NA,2021-12-04
