DHB,Dose1,Dose2,Population,Date
Northland,2491,2032,2934,2021-11-11
Waitemata,32841,28270,37573,2021-11-11
Auckland,40556,34883,46866,2021-11-11
Counties Manukau,99737,85047,116498,2021-11-11
Waikato,9403,7974,10682,2021-11-11
Lakes,1896,1595,2286,2021-11-11
Bay of Plenty,4170,3503,3679,2021-11-11
Tairawhiti,914,747,965,2021-11-11
Taranaki,1101,880,1270,2021-11-11
Hawkes Bay,5329,4540,5020,2021-11-11
MidCentral,3920,3215,4468,2021-11-11
Whanganui,1099,910,1381,2021-11-11
Capital and Coast,16099,13565,19177,2021-11-11
Hutt Valley,8212,7015,9894,2021-11-11
Wairarapa,717,595,837,2021-11-11
Nelson Marlborough,3703,3296,2115,2021-11-11
West Coast,244,200,282,2021-11-11
Canterbury,11220,9003,12737,2021-11-11
South Canterbury,825,691,837,2021-11-11
Southern,5786,4850,6031,2021-11-11
Overseas / Unknown,397,364,1149,2021-11-11
New Zealand,250660,213175,286681,2021-11-11
All DHBs to 90%,NA,NA,NA,2021-11-11
