DHB,Dose1,Dose2,Population,Date
Northland,2646,2259,2934,2021-11-28
Waitemata,33859,30731,37573,2021-11-28
Auckland,41893,38061,46866,2021-11-28
Counties Manukau,103232,93404,116498,2021-11-28
Waikato,9746,8701,10682,2021-11-28
Lakes,2017,1765,2286,2021-11-28
Bay of Plenty,4458,3903,3679,2021-11-28
Tairawhiti,959,832,965,2021-11-28
Taranaki,1187,1002,1270,2021-11-28
Hawkes Bay,5675,4985,5020,2021-11-28
MidCentral,4113,3576,4468,2021-11-28
Whanganui,1143,986,1381,2021-11-28
Capital and Coast,16970,14881,19177,2021-11-28
Hutt Valley,8685,7692,9894,2021-11-28
Wairarapa,794,680,837,2021-11-28
Nelson Marlborough,3772,3475,2115,2021-11-28
West Coast,266,225,282,2021-11-28
Canterbury,11694,10179,12737,2021-11-28
South Canterbury,851,745,837,2021-11-28
Southern,6069,5313,6031,2021-11-28
Overseas / Unknown,371,344,1149,2021-11-28
New Zealand,260400,233739,286681,2021-11-28
All DHBs to 90%,NA,NA,NA,2021-11-28
