DHB,Dose1,Dose2,Population,Date
Northland,2860,2746,2934,2022-01-20
Waitemata,35412,34355,37573,2022-01-20
Auckland,43599,42226,46866,2022-01-20
Counties Manukau,108179,104644,116498,2022-01-20
Waikato,10270,9944,10682,2022-01-20
Lakes,2159,2074,2286,2022-01-20
Bay of Plenty,4756,4567,3679,2022-01-20
Tairawhiti,1025,991,965,2022-01-20
Taranaki,1274,1224,1270,2022-01-20
Hawkes Bay,6518,6274,5020,2022-01-20
MidCentral,4426,4268,4468,2022-01-20
Whanganui,1216,1170,1381,2022-01-20
Capital and Coast,18181,17635,19177,2022-01-20
Hutt Valley,9381,9104,9894,2022-01-20
Wairarapa,862,834,837,2022-01-20
Nelson Marlborough,4404,4294,2115,2022-01-20
West Coast,284,275,282,2022-01-20
Canterbury,12510,12096,12737,2022-01-20
South Canterbury,974,943,837,2022-01-20
Southern,6583,6358,6031,2022-01-20
Overseas / Unknown,366,344,1149,2022-01-20
New Zealand,275239,266366,286681,2022-01-20
All DHBs to 90%,NA,NA,NA,2022-01-20
