DHB,Dose1,Dose2,Population,Date
Northland,2836,2655,2934,2022-01-02
Waitemata,34955,33564,37573,2022-01-02
Auckland,43132,41326,46866,2022-01-02
Counties Manukau,106774,102004,116498,2022-01-02
Waikato,10146,9713,10682,2022-01-02
Lakes,2121,2009,2286,2022-01-02
Bay of Plenty,4700,4466,3679,2022-01-02
Tairawhiti,1011,958,965,2022-01-02
Taranaki,1262,1185,1270,2022-01-02
Hawkes Bay,6270,5937,5020,2022-01-02
MidCentral,4369,4131,4468,2022-01-02
Whanganui,1196,1134,1381,2022-01-02
Capital and Coast,17959,17198,19177,2022-01-02
Hutt Valley,9246,8786,9894,2022-01-02
Wairarapa,822,784,837,2022-01-02
Nelson Marlborough,4147,3989,2115,2022-01-02
West Coast,281,269,282,2022-01-02
Canterbury,12356,11781,12737,2022-01-02
South Canterbury,959,904,837,2022-01-02
Southern,6472,6176,6031,2022-01-02
Overseas / Unknown,369,348,1149,2022-01-02
New Zealand,271383,259317,286681,2022-01-02
All DHBs to 90%,NA,NA,NA,2022-01-02
