DHB,Dose1,Dose2,Population,Date
Northland,2866,2763,2934,2022-01-25
Waitemata,35499,34507,37573,2022-01-25
Auckland,43717,42383,46866,2022-01-25
Counties Manukau,108541,105158,116498,2022-01-25
Waikato,10300,9983,10682,2022-01-25
Lakes,2162,2085,2286,2022-01-25
Bay of Plenty,4767,4595,3679,2022-01-25
Tairawhiti,1029,998,965,2022-01-25
Taranaki,1280,1238,1270,2022-01-25
Hawkes Bay,6553,6309,5020,2022-01-25
MidCentral,4437,4283,4468,2022-01-25
Whanganui,1227,1179,1381,2022-01-25
Capital and Coast,18221,17703,19177,2022-01-25
Hutt Valley,9401,9130,9894,2022-01-25
Wairarapa,864,838,837,2022-01-25
Nelson Marlborough,4436,4335,2115,2022-01-25
West Coast,282,272,282,2022-01-25
Canterbury,12565,12165,12737,2022-01-25
South Canterbury,976,946,837,2022-01-25
Southern,6611,6396,6031,2022-01-25
Overseas / Unknown,368,348,1149,2022-01-25
New Zealand,276102,267614,286681,2022-01-25
All DHBs to 90%,NA,NA,NA,2022-01-25
