DHB,Dose1,Dose2,Population,Date
Northland,2293,1598,2934,2021-10-21
Waitemata,31015,23225,37573,2021-10-21
Auckland,37993,28794,46866,2021-10-21
Counties Manukau,92916,70315,116498,2021-10-21
Waikato,8852,6713,10682,2021-10-21
Lakes,1763,1309,2286,2021-10-21
Bay of Plenty,3867,2773,3679,2021-10-21
Tairawhiti,833,619,965,2021-10-21
Taranaki,1004,712,1270,2021-10-21
Hawkes Bay,4954,3951,5020,2021-10-21
MidCentral,3637,2688,4468,2021-10-21
Whanganui,1003,763,1381,2021-10-21
Capital and Coast,15196,11764,19177,2021-10-21
Hutt Valley,7727,5796,9894,2021-10-21
Wairarapa,667,517,837,2021-10-21
Nelson Marlborough,3545,3050,2115,2021-10-21
West Coast,223,166,282,2021-10-21
Canterbury,10044,7234,12737,2021-10-21
South Canterbury,746,520,837,2021-10-21
Southern,5397,4131,6031,2021-10-21
Overseas / Unknown,337,281,1149,2021-10-21
Total,234012,176919,286681,2021-10-21
