DHB,Dose1,Dose2,Population,Date
Northland,2298,1608,2934,2021-10-22
Waitemata,31164,23611,37573,2021-10-22
Auckland,38231,29325,46866,2021-10-22
Counties Manukau,93473,71481,116498,2021-10-22
Waikato,8905,6772,10682,2021-10-22
Lakes,1771,1331,2286,2021-10-22
Bay of Plenty,3914,2848,3679,2021-10-22
Tairawhiti,843,631,965,2021-10-22
Taranaki,1011,718,1270,2021-10-22
Hawkes Bay,4947,3940,5020,2021-10-22
MidCentral,3650,2723,4468,2021-10-22
Whanganui,1006,777,1381,2021-10-22
Capital and Coast,15276,11893,19177,2021-10-22
Hutt Valley,7744,5867,9894,2021-10-22
Wairarapa,669,520,837,2021-10-22
Nelson Marlborough,3548,3059,2115,2021-10-22
West Coast,224,167,282,2021-10-22
Canterbury,10096,7311,12737,2021-10-22
South Canterbury,749,530,837,2021-10-22
Southern,5414,4159,6031,2021-10-22
Overseas / Unknown,334,283,1149,2021-10-22
Total,235267,179554,286681,2021-10-22
