DHB,Dose1,Dose2,Population,Date
Northland,2838,2635,2934,2021-12-25
Waitemata,34904,33319,37573,2021-12-25
Auckland,43063,41043,46866,2021-12-25
Counties Manukau,106529,101189,116498,2021-12-25
Waikato,10123,9622,10682,2021-12-25
Lakes,2119,1986,2286,2021-12-25
Bay of Plenty,4688,4415,3679,2021-12-25
Tairawhiti,1007,949,965,2021-12-25
Taranaki,1257,1167,1270,2021-12-25
Hawkes Bay,6250,5864,5020,2021-12-25
MidCentral,4350,4079,4468,2021-12-25
Whanganui,1198,1117,1381,2021-12-25
Capital and Coast,17905,16982,19177,2021-12-25
Hutt Valley,9221,8678,9894,2021-12-25
Wairarapa,820,782,837,2021-12-25
Nelson Marlborough,4145,3963,2115,2021-12-25
West Coast,281,267,282,2021-12-25
Canterbury,12324,11639,12737,2021-12-25
South Canterbury,957,892,837,2021-12-25
Southern,6447,6117,6031,2021-12-25
Overseas / Unknown,369,347,1149,2021-12-25
New Zealand,270795,257052,286681,2021-12-25
All DHBs to 90%,NA,NA,NA,2021-12-25
